HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,PrimaryCareShortageArea,MentalHealthShortageArea,Visits_Per_Station,Bed_Size_Encoded,Burden_Status,KProto_Cluster,DBSCAN_Cluster,Visits_Volume_Bin,Capacity_Strain_Bin
Government,Urban,Teaching,Diabetes,63503.666666666664,70.0,5331.625,No,No,907.1951084959368,7,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,84523.33333333333,51.333333333333336,3062.0,No,No,1646.5581208003657,7,Normal,3,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,106119.0,53.0,5331.625,No,No,2002.2449052368102,5,Overburdened,3,0,High Volume,High Strain
Government,Rural,Non-Teaching,Diabetes,21385.333333333332,18.0,1964.0,Yes,No,1188.0734140332884,2,Normal,1,0,Low Volume,Medium Strain
Government,Rural,Non-Teaching,Diabetes,11297.666666666666,7.0,244.66666666666666,Yes,Yes,1613.9500753094162,1,Normal,1,0,Low Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,33224.0,15.0,3422.6666666666665,No,No,2214.9318567120954,3,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,22289.0,12.0,2286.6666666666665,No,Yes,1857.4151188207343,3,Overburdened,4,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,112998.5,80.5,5331.625,Yes,No,1403.7079001605093,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,40403.0,40.0,5331.625,No,No,1010.074747481313,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Rural,Non-Teaching,Diabetes,8291.666666666666,6.0,213.66666666666666,Yes,Yes,1381.9421412075424,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,75626.66666666667,52.0,5331.625,No,Yes,1454.35869467461,6,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,53317.333333333336,18.0,4661.0,No,Yes,2962.0724284782805,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,62192.333333333336,43.0,5331.625,No,Yes,1446.3329969768224,5,Normal,3,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,30790.0,16.0,1164.0,Yes,Yes,1924.3737972663766,3,Overburdened,4,0,Medium Volume,High Strain
Investor Owned,Rural,Non-Teaching,Diabetes,22806.333333333332,15.333333333333334,2022.0,Yes,Yes,1487.3685951943944,4,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,35471.0,20.333333333333332,3576.0,Yes,Yes,1744.4745518977616,3,Normal,4,0,Medium Volume,High Strain
Government,Urban,Teaching,Diabetes,57942.0,47.0,5331.625,Yes,No,1232.8082483386704,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Rural,Non-Teaching,Diabetes,25407.666666666668,16.0,1657.3333333333333,Yes,Yes,1587.9781741803079,1,Normal,1,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,23200.666666666668,15.0,2361.0,No,Yes,1546.710079971058,2,Normal,2,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,79146.5,63.0,5331.625,No,No,1256.2934513819919,7,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,86469.0,80.5,5331.625,No,Yes,1074.148934888331,7,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,112241.5,80.5,5331.625,No,No,1394.3041746205993,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,96961.66666666667,77.33333333333333,5331.625,No,No,1253.8144930412295,6,Normal,0,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,17293.0,20.0,2351.0,Yes,Yes,864.6495676752162,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,37200.666666666664,47.0,2697.6666666666665,No,No,791.5033776943167,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,Diabetes,39953.666666666664,40.0,2806.3333333333335,No,No,998.8414169563123,6,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Teaching,Diabetes,60332.5,80.5,5331.625,No,No,749.4719565873346,6,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,63761.0,48.0,5331.625,No,No,1328.3538899262728,6,Normal,3,0,High Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,26922.5,8.0,2837.5,No,No,3365.3082933646333,5,Overburdened,4,7,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,44178.666666666664,38.0,3510.6666666666665,No,No,1162.5961852817054,4,Normal,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,Diabetes,77978.0,72.0,5331.625,No,Yes,1083.027627357274,5,Normal,0,0,High Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,31841.333333333332,28.666666666666668,2856.3333333333335,No,No,1110.7437985777447,5,Normal,2,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,10480.666666666666,12.0,348.6666666666667,No,No,873.3881610654213,5,Under-Burdened,2,0,Low Volume,Low Strain
Government,Urban,Teaching,Diabetes,43609.0,59.0,3952.6666666666665,No,No,739.135467943141,6,Under-Burdened,0,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,20186.666666666668,19.0,1481.3333333333333,No,No,1062.4555811637292,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,11045.666666666666,12.0,1222.6666666666667,No,No,920.4714551626762,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,26493.666666666668,35.0,756.6666666666666,No,Yes,756.9616884871366,5,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,17995.0,16.0,627.6666666666666,No,No,1124.686797070752,3,Normal,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,49033.666666666664,28.0,5213.666666666667,No,Yes,1751.2017555231826,4,Overburdened,2,0,High Volume,High Strain
Government,Urban,Non-Teaching,Diabetes,41087.333333333336,25.333333333333332,4015.3333333333335,Yes,Yes,1621.8677808416658,4,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,29388.666666666668,14.0,1076.6666666666667,No,Yes,2099.1889767697785,2,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,25987.0,11.0,2089.0,No,Yes,2362.4523977705476,2,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,103851.33333333333,46.666666666666664,5331.625,No,Yes,2225.385237417449,2,Overburdened,3,8,High Volume,High Strain
Nonprofit,Rural,Non-Teaching,Diabetes,25632.666666666668,18.0,2659.3333333333335,No,Yes,1424.0362459057894,2,Normal,1,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,20801.333333333332,22.0,2095.0,No,Yes,945.5147217357325,2,Under-Burdened,1,0,Low Volume,Low Strain
Investor Owned,Rural,Non-Teaching,Diabetes,19784.666666666668,11.0,1032.3333333333333,No,Yes,1798.6044255111285,4,Overburdened,1,0,Low Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,27192.666666666668,23.0,1840.3333333333333,No,No,1182.2893410336198,3,Normal,4,0,Medium Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,33189.666666666664,15.0,3001.6666666666665,No,No,2212.6429693491314,4,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,39927.666666666664,19.0,4333.666666666667,No,No,2101.4550343219116,3,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,13136.0,22.0,630.0,No,No,597.0906376860738,6,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Rural,Non-Teaching,Diabetes,1620.0,7.0,41.0,No,No,231.42824081679885,3,Under-Burdened,4,9,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,41904.5,26.0,1536.5,No,No,1611.7109185727236,5,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,14532.0,17.0,1411.0,No,No,854.8230265746903,5,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,32738.0,24.0,2765.3333333333335,No,No,1364.0827649655146,4,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,22042.666666666668,22.0,1857.3333333333333,No,Yes,1001.9389385126037,1,Under-Burdened,2,0,Low Volume,Low Strain
Government,Rural,Non-Teaching,Diabetes,18819.5,10.0,2116.0,No,Yes,1881.948118051882,2,Overburdened,1,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,48621.0,41.0,5331.625,Yes,Yes,1185.8777595420097,5,Normal,3,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,35892.0,40.5,3753.0,No,No,886.2220034019743,6,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Rural,Non-Teaching,Diabetes,9330.0,8.0,902.0,No,Yes,1166.2485421893223,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,52909.5,40.0,5331.625,No,No,1322.7371693157077,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,47574.333333333336,35.0,4406.0,No,No,1359.266278304873,6,Normal,3,0,Medium Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,49958.666666666664,25.0,5331.625,No,No,1998.3458673283196,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Teaching,Diabetes,73416.5,80.5,5052.0,No,No,912.0060978874412,5,Under-Burdened,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,65069.0,36.0,5331.625,No,No,1807.4717201467442,5,Overburdened,3,0,High Volume,High Strain
Government,Rural,Non-Teaching,Diabetes,33380.333333333336,8.0,3595.3333333333335,No,No,4172.536450996104,2,Overburdened,4,10,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,67463.5,30.0,5331.625,No,No,2248.7825837391388,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,28103.666666666668,13.333333333333334,2862.6666666666665,Yes,No,2107.7734191699356,3,Overburdened,2,0,Medium Volume,High Strain
Government,Frontier,Non-Teaching,Diabetes,3986.3333333333335,6.0,470.3333333333333,Yes,Yes,664.3877815759197,3,Under-Burdened,1,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,24901.0,28.0,2448.3333333333335,No,Yes,889.3211109567461,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,42502.0,26.0,4080.3333333333335,No,Yes,1634.691678964739,5,Normal,2,0,Medium Volume,High Strain
Nonprofit,Rural,Non-Teaching,Diabetes,9721.666666666666,11.0,997.0,Yes,Yes,883.7870753450829,1,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Rural,Non-Teaching,Diabetes,9916.0,7.0,958.0,Yes,Yes,1416.5694049008503,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,57303.333333333336,51.0,5331.625,No,No,1123.594550929173,5,Normal,3,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,24714.666666666668,13.0,993.6666666666666,No,No,1901.1267427230187,3,Overburdened,2,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,57780.0,45.0,5331.625,No,No,1283.99971466673,4,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,48864.0,27.0,5021.5,No,No,1809.7771074899601,3,Overburdened,2,0,Medium Volume,High Strain
Investor Owned,Rural,Non-Teaching,Diabetes,8867.0,9.0,882.0,No,No,985.2211275320806,1,Under-Burdened,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,17207.5,15.0,1580.5,No,No,1147.1659018893988,2,Normal,4,0,Low Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,35628.0,29.5,3162.0,No,Yes,1207.728404159863,5,Normal,4,0,Medium Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,8424.666666666666,8.333333333333334,225.33333333333334,Yes,No,1010.9587868494557,2,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,53276.0,30.0,3847.0,No,Yes,1775.8660747113086,4,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,31739.5,34.0,883.0,No,Yes,933.5144313192848,3,Under-Burdened,3,0,Medium Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,77669.33333333333,33.0,5331.625,No,No,2353.6154483993587,6,Overburdened,2,0,High Volume,High Strain
Investor Owned,Urban,Non-Teaching,Diabetes,51875.333333333336,32.0,5043.0,No,No,1621.1036600717728,5,Normal,4,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,72098.66666666667,40.0,3383.0,No,No,1802.4662160501127,6,Overburdened,3,0,High Volume,High Strain
Government,Rural,Non-Teaching,Diabetes,18690.333333333332,12.0,1045.0,Yes,No,1557.5264798390444,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,28291.666666666668,14.0,3046.0,Yes,Yes,2020.8318898819837,2,Overburdened,1,0,Medium Volume,High Strain
Government,Urban,Non-Teaching,Diabetes,59761.5,80.5,5331.625,Yes,Yes,742.3787897666099,6,Under-Burdened,0,0,High Volume,Low Strain
Government,Rural,Non-Teaching,Diabetes,33321.0,24.0,2568.0,Yes,Yes,1388.3744215106578,4,Normal,1,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,28867.333333333332,15.0,2021.6666666666667,Yes,Yes,1924.4876058971515,3,Overburdened,1,0,Medium Volume,High Strain
Nonprofit,Rural,Non-Teaching,Diabetes,30663.666666666668,18.0,2376.6666666666665,Yes,Yes,1703.536090628098,2,Normal,1,0,Medium Volume,High Strain
Government,Urban,Non-Teaching,Diabetes,40721.5,38.5,3915.0,No,No,1057.70102397376,5,Under-Burdened,3,0,Medium Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,40176.0,28.0,3088.6666666666665,No,No,1434.8566304083463,6,Normal,4,0,Medium Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,7952.0,6.0,630.6666666666666,No,No,1325.331124448126,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,22600.333333333332,14.0,2221.0,No,No,1614.3083707321161,3,Normal,2,0,Low Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,45771.666666666664,31.0,5331.625,No,Yes,1476.5049000521826,5,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,26971.5,11.0,1262.0,No,Yes,2451.952316406985,1,Overburdened,2,0,Medium Volume,High Strain
Nonprofit,Rural,Non-Teaching,Diabetes,59699.0,44.0,4766.333333333333,Yes,Yes,1356.7951461829211,5,Normal,3,1,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,36398.0,40.0,181.0,No,No,909.9497725125568,4,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,Diabetes,69248.0,54.0,5331.625,No,No,1282.3701328944198,4,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,112998.5,80.0,5331.625,No,No,1412.4810734398657,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,9934.0,5.0,1109.0,Yes,Yes,1986.7960264079472,1,Overburdened,1,0,Low Volume,High Strain
Nonprofit,Rural,Non-Teaching,Diabetes,15236.0,11.0,517.5,Yes,Yes,1385.0896499185,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Rural,Non-Teaching,Diabetes,26490.0,24.0,1087.0,No,No,1103.7495401043584,3,Normal,2,0,Medium Volume,Low Strain
Investor Owned,Rural,Non-Teaching,Diabetes,9268.0,9.0,161.0,Yes,Yes,1029.7766335815184,2,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,63937.0,48.0,5331.625,No,Yes,1332.0205558290509,6,Normal,3,0,High Volume,Medium Strain
Investor Owned,Rural,Non-Teaching,Diabetes,11554.0,12.0,544.0,Yes,Yes,962.8325309728909,2,Under-Burdened,1,0,Low Volume,Low Strain
Government,Rural,Non-Teaching,Diabetes,30623.0,20.0,5331.625,Yes,Yes,1531.149234425383,4,Normal,1,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,74433.0,36.0,5331.625,No,Yes,2067.582759004789,6,Overburdened,3,0,High Volume,High Strain
Government,Urban,Teaching,Diabetes,45491.0,30.0,4771.0,No,Yes,1516.3661612112796,5,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,53560.0,40.0,5331.625,No,Yes,1338.9996652500836,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Frontier,Non-Teaching,Diabetes,2364.0,2.0,213.0,Yes,Yes,1181.9940900295499,1,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,41196.0,26.0,5138.0,No,No,1584.4609290534888,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,72057.0,46.0,333.0,Yes,No,1566.456181205178,6,Normal,3,0,High Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,33564.0,14.0,4208.0,No,No,2397.4268589808153,4,Overburdened,4,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,31471.5,22.0,3533.0,No,No,1430.5220770354194,3,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,33640.5,16.0,4478.5,No,No,2102.52993591879,6,Overburdened,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,52043.0,50.0,2547.0,No,No,1040.8597918280416,7,Under-Burdened,3,0,High Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,29638.0,21.0,4191.5,No,No,1411.3326612701612,4,Normal,4,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,25109.5,16.0,2970.5,No,No,1569.3427691607694,6,Normal,2,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,50599.5,24.0,5331.625,No,No,2108.3116215368245,6,Overburdened,4,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,109217.0,29.0,5331.625,Yes,Yes,3766.1021496199482,3,Overburdened,2,4,High Volume,High Strain
Government,Rural,Non-Teaching,Diabetes,10799.0,13.0,133.0,No,Yes,830.6916686987164,1,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Rural,Non-Teaching,Diabetes,6472.0,8.0,484.0,No,No,808.998988751264,4,Under-Burdened,1,0,Low Volume,Low Strain
Nonprofit,Rural,Non-Teaching,Diabetes,23312.0,18.0,1615.0,Yes,Yes,1295.110391605338,3,Normal,1,0,Low Volume,Medium Strain
Government,Urban,Non-Teaching,Diabetes,27460.0,23.0,3388.0,No,No,1193.912524385859,4,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,11497.0,69.0,49.0,No,No,166.62316425751243,2,Under-Burdened,0,11,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,112998.5,72.0,5331.625,No,No,1569.4233931356398,5,Normal,0,0,High Volume,Medium Strain
Investor Owned,Urban,Teaching,Diabetes,87345.0,64.0,5331.625,Yes,Yes,1364.7654117554043,7,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,51767.0,26.0,5331.625,No,Yes,1991.0376957547323,3,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Teaching,Diabetes,99973.0,59.0,5331.625,No,No,1694.4573399224846,5,Normal,0,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,30920.5,20.0,4569.5,No,No,1546.0242269878865,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,56462.0,31.0,5331.625,No,No,1821.3542511760481,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,45169.5,29.0,5331.625,No,No,1557.56842842468,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,107243.0,53.0,5331.625,No,No,2023.4524484051983,5,Overburdened,3,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,42886.0,25.0,3743.0,No,No,1715.4393138242744,3,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Teaching,Diabetes,112998.5,80.5,5331.625,Yes,No,1403.7079001605093,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,62646.0,24.0,5331.625,No,Yes,2610.2489123962864,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Frontier,Non-Teaching,Diabetes,4339.5,4.0,327.0,Yes,Yes,1084.8722878192805,1,Normal,1,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,14965.0,39.0,1345.0,No,No,383.7178503287563,4,Under-Burdened,3,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,112998.5,80.5,5331.625,No,No,1403.7079001605093,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,5637.5,7.0,416.5,No,Yes,805.3559923485824,2,Under-Burdened,1,0,Low Volume,Low Strain
Investor Owned,Urban,Teaching,Diabetes,82844.0,62.0,5331.625,Yes,Yes,1336.1933328720431,6,Normal,0,0,High Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,13380.0,22.0,934.0,No,No,608.1815417356629,5,Under-Burdened,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,17158.0,17.0,1804.0,No,No,1009.293523944986,4,Under-Burdened,2,0,Low Volume,Low Strain
Nonprofit,Urban,Teaching,Diabetes,43220.0,40.0,4402.0,No,No,1080.4997298750675,6,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,63151.0,40.0,5331.625,No,No,1578.7746053063486,5,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Teaching,Diabetes,73413.0,36.0,5331.625,No,No,2039.249433541824,5,Overburdened,3,0,High Volume,High Strain
Nonprofit,Urban,Teaching,Diabetes,74166.0,30.0,5331.625,No,No,2472.199175933608,6,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,39333.0,24.0,3225.0,No,Yes,1638.8743171357012,5,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,53345.0,27.0,4857.0,No,No,1975.740008985182,4,Overburdened,2,0,High Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,59695.0,30.0,3928.0,No,Yes,1989.8326700557766,4,Overburdened,2,0,High Volume,High Strain
Government,Urban,Teaching,Diabetes,71708.0,73.0,5331.625,Yes,Yes,982.3012353012006,6,Under-Burdened,0,0,High Volume,Low Strain
Government,Urban,Non-Teaching,Diabetes,45896.0,35.0,4701.0,No,No,1311.313911053168,4,Normal,3,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,34054.5,18.0,3208.0,No,No,1891.9156156024358,3,Overburdened,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Diabetes,23820.0,19.5,3456.5,No,Yes,1221.5378351088025,3,Normal,2,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,32229.0,23.0,1249.0,No,Yes,1401.260260321626,2,Normal,2,0,Medium Volume,Medium Strain
Government,Frontier,Non-Teaching,Diabetes,2837.0,2.0,77.0,Yes,Yes,1418.4929075354623,1,Normal,1,0,Low Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,23943.0,20.0,2016.0,Yes,No,1197.1494014252994,6,Normal,4,0,Low Volume,Medium Strain
Government,Urban,Teaching,Diabetes,32425.0,41.0,3025.0,No,No,790.8534656454962,6,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Rural,Non-Teaching,Diabetes,28244.0,16.0,3353.0,Yes,Yes,1765.2488967194397,3,Overburdened,1,0,Medium Volume,High Strain
Government,Frontier,Non-Teaching,Diabetes,4834.0,4.0,470.0,Yes,Yes,1208.4969787575533,2,Normal,1,0,Low Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,58831.0,56.0,5331.625,No,No,1050.5533838297529,6,Under-Burdened,3,0,High Volume,Low Strain
Investor Owned,Urban,Non-Teaching,Diabetes,73328.0,64.0,5331.625,Yes,Yes,1145.7498209765904,6,Normal,0,0,High Volume,Low Strain
Government,Urban,Teaching,Diabetes,68827.0,44.0,5331.625,No,Yes,1564.249644488717,6,Normal,3,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Diabetes,51901.0,24.0,5331.625,No,Yes,2162.540765608014,6,Overburdened,2,0,High Volume,High Strain
Government,Urban,Teaching,Diabetes,33076.0,52.0,288.0,No,No,636.0768007544614,7,Under-Burdened,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Diabetes,28108.0,21.0,2846.0,Yes,Yes,1338.4755531068795,5,Normal,1,0,Medium Volume,Medium Strain
Investor Owned,Urban,Non-Teaching,Diabetes,67670.0,62.0,5331.625,Yes,Yes,1091.4514368626715,6,Normal,0,0,High Volume,Low Strain
Government,Urban,Non-Teaching,Homeless,13261.0,12.0,412.0,No,No,1105.082412431323,3,Normal,4,0,Low Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Homeless,29420.666666666668,22.0,1814.0,No,No,1337.302422438293,6,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Teaching,Homeless,30782.5,40.0,1257.5,No,No,769.562307609423,4,Under-Burdened,3,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,Homeless,65082.0,59.0,4247.0,No,No,1103.0845587992274,5,Normal,0,0,High Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Homeless,29479.0,30.0,2777.6666666666665,No,No,982.633005788998,6,Under-Burdened,2,0,Medium Volume,Low Strain
Government,Urban,Non-Teaching,Homeless,42180.666666666664,39.0,1092.6666666666667,No,No,1081.5552782336893,6,Normal,3,0,Medium Volume,Low Strain
Nonprofit,Urban,Non-Teaching,Homeless,28620.0,17.0,797.0,No,No,1683.5284214538697,4,Normal,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Homeless,37801.333333333336,18.0,325.3333333333333,No,No,2100.0729073669036,3,Overburdened,2,0,Medium Volume,High Strain
Nonprofit,Urban,Non-Teaching,Homeless,31745.0,22.0,1211.0,No,No,1442.9538895664139,3,Normal,2,0,Medium Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Homeless,110997.0,80.0,3215.5,No,No,1387.4623265672092,6,Normal,0,0,High Volume,Medium Strain
Nonprofit,Urban,Non-Teaching,Homeless,66977.0,40.0,290.3333333333333,No,No,1674.4245813938546,5,Normal,3,0,High Volume,High Strain
