Tot_ED_NmbVsts,EDStations,Visits_Per_Station,LICENSED_BED_SIZE,Category,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,PrimaryCareShortageArea,MentalHealthShortageArea,Overburdened,Overburden_Prob
72098.66666666667,40.0,1802.4662160501127,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,1,0.47969413760930296
18690.333333333332,12.0,1557.5264798390444,1-49,Hypertension,Government,Rural,Non-Teaching,Yes,No,0,0.0033333333333333335
28291.666666666668,14.0,2020.8318898819837,50-99,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.81
59761.5,80.5,742.3787897666099,300-499,Hypertension,Government,Urban,Non-Teaching,Yes,Yes,0,0.0
33321.0,24.0,1388.3744215106578,150-199,Hypertension,Government,Rural,Non-Teaching,Yes,Yes,0,0.01
28867.333333333332,15.0,1924.4876058971515,100-149,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.8533333333333334
30663.666666666668,18.0,1703.536090628098,50-99,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.04666666666666667
40721.5,38.5,1057.70102397376,200-299,Hypertension,Government,Urban,Non-Teaching,No,No,0,0.01
40176.0,28.0,1434.8566304083463,300-499,Hypertension,Investor Owned,Urban,Non-Teaching,No,No,0,0.25
7952.0,6.0,1325.331124448126,1-49,Hypertension,Nonprofit,Rural,Non-Teaching,No,No,0,0.0033333333333333335
22600.333333333332,14.0,1614.3083707321161,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.17666666666666667
45771.666666666664,31.0,1476.5049000521826,200-299,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
26971.5,11.0,2451.952316406985,1-49,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.91
59699.0,44.0,1356.7951461829211,200-299,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.006666666666666667
36398.0,40.0,909.9497725125568,150-199,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.012995511669658887
69248.0,54.0,1282.3701328944198,150-199,Hypertension,Government,Urban,Non-Teaching,No,No,0,0.0
112998.5,80.0,1412.4810734398657,300-499,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.0
9934.0,5.0,1986.7960264079472,1-49,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.8066356137486315
15236.0,11.0,1385.0896499185,1-49,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.04
26490.0,24.0,1103.7495401043584,100-149,Hypertension,Nonprofit,Rural,Non-Teaching,No,No,0,0.005824003582624272
9268.0,9.0,1029.7766335815184,50-99,Hypertension,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.006666666666666667
63937.0,48.0,1332.0205558290509,300-499,Hypertension,Nonprofit,Urban,Teaching,No,Yes,0,0.02
11554.0,12.0,962.8325309728909,50-99,Hypertension,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.01
30623.0,20.0,1531.149234425383,150-199,Hypertension,Government,Rural,Non-Teaching,Yes,Yes,0,0.01
74433.0,36.0,2067.582759004789,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9766666666666667
45491.0,30.0,1516.3661612112796,200-299,Hypertension,Government,Urban,Teaching,No,Yes,0,0.0033333333333333335
53560.0,40.0,1338.9996652500836,200-299,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
2364.0,2.0,1181.9940900295499,1-49,Hypertension,Nonprofit,Frontier,Non-Teaching,Yes,Yes,0,0.0
41196.0,26.0,1584.4609290534888,300-499,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.06333333333333334
72057.0,46.0,1566.456181205178,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,Yes,No,0,0.0
33564.0,14.0,2397.4268589808153,150-199,Hypertension,Government,Urban,Non-Teaching,No,No,1,0.9533333333333334
31471.5,22.0,1430.5220770354194,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.11908399945149033
33640.5,16.0,2102.52993591879,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,1,0.1426204843970079
52043.0,50.0,1040.8597918280416,500+,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
29638.0,21.0,1411.3326612701612,150-199,Hypertension,Investor Owned,Urban,Non-Teaching,No,No,0,0.013333333333333334
25109.5,16.0,1569.3427691607694,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.1426204843970079
50599.5,24.0,2108.3116215368245,300-499,Hypertension,Investor Owned,Urban,Non-Teaching,No,No,1,0.7133333333333334
109217.0,29.0,3766.1021496199482,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9733333333333334
10799.0,13.0,830.6916686987164,1-49,Hypertension,Government,Rural,Non-Teaching,No,Yes,0,0.0033333333333333335
6472.0,8.0,808.998988751264,150-199,Hypertension,Nonprofit,Rural,Non-Teaching,No,No,0,0.006666666666666667
23312.0,18.0,1295.110391605338,100-149,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.09333333333333334
27460.0,23.0,1193.912524385859,150-199,Hypertension,Government,Urban,Non-Teaching,No,No,0,0.056666666666666664
11497.0,69.0,166.62316425751243,50-99,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.01
112998.5,72.0,1569.4233931356398,200-299,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.006666666666666667
87345.0,64.0,1364.7654117554043,500+,Hypertension,Investor Owned,Urban,Teaching,Yes,Yes,0,0.0033333333333333335
51767.0,26.0,1991.0376957547323,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.8666666666666667
99973.0,59.0,1694.4573399224846,200-299,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.06271986306952483
30920.5,20.0,1546.0242269878865,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.009517706864881029
56462.0,31.0,1821.3542511760481,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,1,0.24107493689709572
45169.5,29.0,1557.56842842468,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.00798011726541377
107243.0,53.0,2023.4524484051983,200-299,Hypertension,Nonprofit,Urban,Teaching,No,No,1,0.9249505807503737
42886.0,25.0,1715.4393138242744,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.3928137211953781
112998.5,80.5,1403.7079001605093,300-499,Hypertension,Nonprofit,Urban,Teaching,Yes,No,0,0.0
62646.0,24.0,2610.2489123962864,300-499,Hypertension,Nonprofit,Urban,Teaching,No,Yes,1,0.9733333333333334
4339.5,4.0,1084.8722878192805,1-49,Hypertension,Nonprofit,Frontier,Non-Teaching,Yes,Yes,0,0.0
14965.0,39.0,383.7178503287563,150-199,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
112998.5,80.5,1403.7079001605093,300-499,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.0
5637.5,7.0,805.3559923485824,50-99,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.32666666666666666
82844.0,62.0,1336.1933328720431,300-499,Hypertension,Investor Owned,Urban,Teaching,Yes,Yes,0,0.0
13380.0,22.0,608.1815417356629,200-299,Hypertension,Investor Owned,Urban,Non-Teaching,No,No,0,0.01
17158.0,17.0,1009.293523944986,150-199,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
43220.0,40.0,1080.4997298750675,300-499,Hypertension,Nonprofit,Urban,Teaching,No,No,0,0.00865475126601132
63151.0,40.0,1578.7746053063486,200-299,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
73413.0,36.0,2039.249433541824,200-299,Hypertension,Nonprofit,Urban,Teaching,No,No,1,0.9
74166.0,30.0,2472.199175933608,300-499,Hypertension,Nonprofit,Urban,Teaching,No,No,1,0.8447034533504626
39333.0,24.0,1638.8743171357012,200-299,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0033333333333333335
53345.0,27.0,1975.740008985182,150-199,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,1,0.36
59695.0,30.0,1989.8326700557766,150-199,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9933333333333333
71708.0,73.0,982.3012353012006,300-499,Hypertension,Government,Urban,Teaching,Yes,Yes,0,0.0
45896.0,35.0,1311.313911053168,150-199,Hypertension,Government,Urban,Non-Teaching,No,No,0,0.01
34054.5,18.0,1891.9156156024358,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,1,0.9803027584312599
23820.0,19.5,1221.5378351088025,100-149,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.14333333333333334
32229.0,23.0,1401.260260321626,50-99,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.07666666666666666
2837.0,2.0,1418.4929075354623,1-49,Hypertension,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
23943.0,20.0,1197.1494014252994,300-499,Hypertension,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.013333333333333334
32425.0,41.0,790.8534656454962,300-499,Hypertension,Government,Urban,Teaching,No,No,0,0.0033333333333333335
28244.0,16.0,1765.2488967194397,100-149,Hypertension,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9233333333333333
4834.0,4.0,1208.4969787575533,50-99,Hypertension,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
58831.0,56.0,1050.5533838297529,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,No,0,0.1361843735315477
73328.0,64.0,1145.7498209765904,300-499,Hypertension,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.0
68827.0,44.0,1564.249644488717,300-499,Hypertension,Government,Urban,Teaching,No,Yes,0,0.016666666666666666
51901.0,24.0,2162.540765608014,300-499,Hypertension,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9833333333333333
33076.0,52.0,636.0768007544614,500+,Hypertension,Government,Urban,Teaching,No,No,0,0.0
28108.0,21.0,1338.4755531068795,200-299,Hypertension,Nonprofit,Urban,Non-Teaching,Yes,Yes,0,0.01
67670.0,62.0,1091.4514368626715,300-499,Hypertension,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.0
13261.0,12.0,1105.082412431323,100-149,Mental Health,Government,Urban,Non-Teaching,No,No,0,0.03666666666666667
29420.666666666668,22.0,1337.302422438293,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.037277822491856495
30782.5,40.0,769.562307609423,150-199,Mental Health,Nonprofit,Urban,Teaching,No,No,0,0.02
65082.0,59.0,1103.0845587992274,200-299,Mental Health,Government,Urban,Non-Teaching,No,No,0,0.0
29479.0,30.0,982.633005788998,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.5423031152079125
42180.666666666664,39.0,1081.5552782336893,300-499,Mental Health,Government,Urban,Non-Teaching,No,No,0,0.012211178477951164
28620.0,17.0,1683.5284214538697,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.015341710447505302
37801.333333333336,18.0,2100.0729073669036,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.9338139441741113
31745.0,22.0,1442.9538895664139,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0343102898829263
110997.0,80.0,1387.4623265672092,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
66977.0,40.0,1674.4245813938546,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.009788742936267357
24025.0,14.0,1716.070202806998,50-99,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,No,0,0.013333333333333334
9708.5,5.0,1941.696116607767,100-149,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.81
8570.0,14.0,612.1424198982716,100-149,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.05
55911.0,49.0,1141.0405834611054,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
10039.0,8.0,1254.8734314082108,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.44472106710126763
41025.0,30.0,1367.4995441668186,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.12249067024929094
46164.333333333336,44.0,1049.1891554873132,500+,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
63404.333333333336,52.0,1219.3138680806665,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
50722.333333333336,32.0,1585.072421331535,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.01
16929.333333333332,12.0,1410.7766021306093,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.023333333333333334
63958.666666666664,36.0,1776.629136121536,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.8533333333333334
16776.666666666668,12.0,1398.0543905102302,100-149,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.04
55450.333333333336,59.0,939.8359988978533,300-499,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.05
7588.5,9.0,843.1657298158558,100-149,Mental Health,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.025824003582624273
80788.66666666667,73.0,1106.693912325035,500+,Mental Health,Nonprofit,Urban,Teaching,Yes,No,0,0.0
35672.666666666664,10.0,3567.263099403567,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9166348685314252
57338.0,48.0,1194.5414178038711,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
47511.333333333336,21.0,2262.4433670904605,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.97
5907.0,4.333333333333333,1363.1507004214607,1-49,Mental Health,Investor Owned,Frontier,Non-Teaching,Yes,Yes,0,0.0
10314.0,8.0,1289.2483884395144,1-49,Mental Health,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.018103416768182567
28371.0,20.0,1418.5492907253547,100-149,Mental Health,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.03666666666666667
39829.0,16.0,2489.31094418066,100-149,Mental Health,Government,Rural,Non-Teaching,Yes,Yes,1,0.9666666666666667
7991.666666666667,7.666666666666667,1042.3899447087679,1-49,Mental Health,Government,Rural,Non-Teaching,No,No,0,0.013333333333333334
1610.0,2.0,804.9959750201249,1-49,Mental Health,Government,Frontier,Non-Teaching,Yes,No,0,0.0
28485.0,10.0,2848.4971515028487,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9733333333333334
6546.333333333333,8.0,818.290643803362,100-149,Mental Health,Government,Frontier,Non-Teaching,Yes,Yes,0,0.006666666666666667
64106.0,42.666666666666664,1502.484022855307,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
15535.666666666666,12.0,1294.6378100240472,50-99,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.12666666666666668
20035.333333333332,13.0,1541.1783016577167,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.03666666666666667
88985.33333333333,40.666666666666664,2188.163396353263,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.98
18720.666666666668,8.0,2340.080408232823,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.44472106710126763
18771.0,12.0,1564.2486964594198,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.03
10002.666666666666,8.0,1250.3317704186202,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.44472106710126763
14433.0,8.0,1804.122744846569,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,1,0.02416194407445957
102466.66666666667,42.666666666666664,2401.561937133921,300-499,Mental Health,Government,Urban,Non-Teaching,No,Yes,1,0.9633333333333334
36011.0,26.0,1385.0379288315658,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.025344684592598074
12317.0,17.0,724.528985571185,300-499,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.16
57101.0,35.0,1631.4566767266635,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.18223887047561108
34882.0,50.5,690.7325364886066,300-499,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.006666666666666667
65446.0,41.0,1596.2435131113382,300-499,Mental Health,Nonprofit,Urban,Teaching,Yes,No,0,0.006666666666666667
29986.333333333332,14.0,2141.879422467079,50-99,Mental Health,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9133333333333333
3751.5,4.0,937.8726553183618,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.016666666666666666
20267.0,12.0,1688.915259237284,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.11
33361.5,14.0,2382.9625835981547,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,1,0.96
46487.666666666664,30.666666666666668,1515.9016795972782,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.20333333333333334
9859.5,8.0,1232.4359594550508,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.023333333333333334
6710.333333333333,9.0,745.591764157299,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.0
16033.333333333334,21.0,763.4916999245874,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.05333333333333334
39767.5,37.0,1074.7970068116197,500+,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.002490670249290939
18635.5,9.0,2070.608810434655,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.8466666666666667
79359.66666666667,32.0,2479.9888083368305,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.7994828807733269
68964.66666666667,30.0,2298.8214559484036,500+,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.9058240035826244
53635.333333333336,57.0,940.9705951513575,300-499,Mental Health,Nonprofit,Urban,Teaching,Yes,No,0,0.0
62426.5,49.5,1261.1411593654223,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,No,0,0.03333333333333333
61938.666666666664,41.0,1510.6988185287432,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.009788742936267357
79005.0,53.0,1490.6600961018685,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.10024417396955797
40703.0,29.0,1403.5512401547448,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.06180301940779208
32344.666666666668,18.0,1796.9249276342996,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.9338139441741113
36378.0,15.0,2425.198383201078,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,1,0.8566666666666667
29577.0,10.666666666666666,2772.841150461422,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.8066666666666666
72059.5,64.0,1125.9295115735138,300-499,Mental Health,Nonprofit,Urban,Teaching,No,No,0,0.0
35037.666666666664,29.0,1208.19498567989,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.06180301940779208
16074.666666666666,5.666666666666667,2836.700876410218,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,1,0.8191573369159576
54946.0,55.5,990.0178396364253,500+,Mental Health,Nonprofit,Urban,Teaching,No,No,0,0.006666666666666667
47234.0,37.0,1276.5942495691215,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.06752133415035899
4946.5,4.0,1236.621908445229,50-99,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.016666666666666666
6297.5,7.0,899.6415719406116,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.0391573369159576
77714.0,71.0,1094.5632261178555,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.056666666666666664
57211.0,61.0,937.8850921499849,500+,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.013333333333333334
12230.666666666666,8.0,1528.8314222940555,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.02416194407445957
32363.666666666668,15.333333333333334,2110.672536517911,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.5074782768326738
31796.5,21.0,1514.1183266103208,200-299,Mental Health,Government,Urban,Non-Teaching,No,No,0,0.03
6826.0,7.0,975.1414640836227,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.016666666666666666
18475.333333333332,12.0,1539.609828102921,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
46827.333333333336,41.333333333333336,1132.9190807453836,300-499,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.02
23936.333333333332,27.0,886.530535852888,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.016666666666666666
50359.333333333336,40.0,1258.9830185875787,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.4650663492808725
9195.333333333334,8.0,1149.4152298976294,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.02416194407445957
43418.0,32.0,1356.8120759962262,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.7994828807733269
21073.5,13.0,1621.037214586758,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.005824003582624272
46270.0,30.0,1542.3328192223937,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.03
49428.0,28.0,1765.285083826756,300-499,Mental Health,Nonprofit,Urban,Teaching,No,No,1,0.87
23054.5,13.0,1773.4217127525287,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,1,0.9566666666666667
52035.666666666664,30.0,1734.5216440483407,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.5423031152079125
73969.0,72.66666666666667,1017.9218782676313,300-499,Mental Health,Government,Urban,Teaching,Yes,No,0,0.0
105955.5,80.5,1316.2172277991021,500+,Mental Health,Government,Urban,Teaching,No,No,0,0.0
99493.0,29.0,3430.791920416579,100-149,Mental Health,Nonprofit,Urban,Teaching,Yes,Yes,1,0.98
50463.666666666664,50.666666666666664,995.9932244750214,300-499,Mental Health,Government,Urban,Teaching,No,No,0,0.0
40780.666666666664,37.333333333333336,1092.3389931234838,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.06
67262.0,33.0,2038.2418065933919,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.92
92182.33333333333,80.0,1152.2790226317886,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
64397.333333333336,35.0,1839.9232838314426,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,Yes,1,0.9433333333333334
77745.33333333333,38.0,2045.9292861589595,300-499,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9233333333333333
27449.0,19.0,1444.683450166605,100-149,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.6285589863570229
29936.333333333332,31.0,965.6878605307977,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.5802270032094211
14621.0,9.0,1624.553750495833,1-49,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.016635613748631452
6284.0,3.6666666666666665,1713.8135077813424,1-49,Mental Health,Government,Rural,Non-Teaching,Yes,Yes,0,0.0033333333333333335
9094.0,6.0,1515.6641405597659,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.0862564778879453
28163.666666666668,19.0,1482.2974654574743,50-99,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.02666666666666667
13366.0,9.0,1485.1094609894878,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.15812652239413902
25567.333333333332,10.0,2556.7307766025565,1-49,Mental Health,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9166348685314252
57461.0,26.0,2210.0376115239956,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9866666666666667
511.0,1.0,510.99489005109945,1-49,Mental Health,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
41278.666666666664,30.666666666666668,1346.0430393337915,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.005824003582624272
14553.0,6.0,2425.495957506738,50-99,Mental Health,Nonprofit,Rural,Non-Teaching,No,Yes,1,0.6966666666666667
50028.333333333336,16.0,3126.768879102784,200-299,Mental Health,Government,Urban,Non-Teaching,Yes,Yes,1,0.9733333333333334
51527.5,19.0,2711.972256856707,150-199,Mental Health,Government,Urban,Non-Teaching,Yes,Yes,1,0.89
24487.0,18.0,1360.3881331177038,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.09333333333333334
6034.5,8.0,754.3115571105536,100-149,Mental Health,Nonprofit,Rural,Non-Teaching,No,No,0,0.0033333333333333335
12749.5,15.0,849.9661000226,50-99,Mental Health,Government,Rural,Non-Teaching,Yes,Yes,0,0.016666666666666666
92289.0,35.666666666666664,2587.5413305958887,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,1,0.5137966344948303
27767.5,26.0,1067.9803584690928,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
23505.0,30.0,783.4997388334205,200-299,Mental Health,Investor Owned,Urban,Teaching,No,Yes,0,0.006666666666666667
5063.0,8.0,632.8742089072389,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.02416194407445957
12153.0,11.0,1104.8171774389295,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.04666666666666667
100965.66666666667,80.5,1254.2317282527874,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
11960.0,12.0,996.6658361118033,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.023333333333333334
11887.333333333334,11.0,1080.6656842433174,100-149,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.0
25199.5,23.0,1095.6299584217572,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.03666666666666667
11411.0,10.0,1141.098858901141,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.15333333333333332
34495.5,44.5,775.1796010832356,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.011216616603207547
42020.0,50.666666666666664,829.3419415772483,300-499,Mental Health,Government,Urban,Teaching,Yes,No,0,0.0
19240.0,12.0,1603.3319972233357,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.11666666666666667
27262.5,31.0,879.4352001821935,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.005321417932677986
14340.0,20.0,716.9996415001792,150-199,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.01
53749.666666666664,36.0,1493.045881561329,300-499,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.13037395351916514
4135.333333333333,8.0,516.916020521641,150-199,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.3333333333333333
24221.0,24.0,1009.2079128300363,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.03666666666666667
17550.0,17.5,1002.8565697962458,200-299,Mental Health,Investor Owned,Urban,Non-Teaching,No,No,0,0.14333333333333334
109291.5,72.0,1517.9372891753765,200-299,Mental Health,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
